"LSOA11CD","descriptiveterm","total_length"
"W01001071","Local Street",5.837
"W01001071","Private Road - Publicly Accessible",0.141
"W01001071","A Road",1.514
"W01001071","Private Road - Restricted Access",3.067
"W01001072","Alley",0.182
"W01001072","Minor Road",1.494
"W01001072","A Road",2.441
"W01001072","Private Road - Restricted Access",1.379
"W01001072","Local Street",7.137
"W01001073","Minor Road",3.418
"W01001073","Local Street",12.23
"W01001073","Private Road - Restricted Access",4.684
"W01001073","A Road",0.034
"W01001073","Private Road - Publicly Accessible",0.242
"W01001073","Alley",1.934
"W01001075","Alley",0.688
"W01001075","Private Road - Restricted Access",0.155
"W01001075","Minor Road",0.453
"W01001075","Local Street",4.626
"W01001076","Private Road - Restricted Access",0.104
"W01001076","Minor Road",0.075
"W01001076","Local Street",3.466
"W01001076","Alley",0.252
"W01001076","A Road",2.211
"W01001076","Private Road - Publicly Accessible",0.149
"W01001077","Private Road - Restricted Access",0.146
"W01001077","A Road",1.173
"W01001077","Local Street",5.048
"W01001077","Minor Road",1.056
"W01001077","B Road",1.058
"W01001078","Alley",0.399
"W01001078","B Road",0.401
"W01001078","Local Street",4.32
"W01001078","Minor Road",0.324
"W01001079","A Road",0.204
"W01001079","Alley",2.607
"W01001079","Minor Road",0.798
"W01001079","Local Street",3.203
"W01001079","Private Road - Restricted Access",0.135
"W01001080","Private Road - Restricted Access",0.135
"W01001080","Alley",1.768
"W01001080","B Road",0.006
"W01001080","Local Street",4.136
"W01001080","Minor Road",1.038
"W01001080","A Road",0.576
"W01001081","Minor Road",1.522
"W01001081","Private Road - Restricted Access",0.295
"W01001081","Alley",1.25
"W01001081","Local Street",5.856
"W01001082","Alley",0.158
"W01001082","A Road",5.196
"W01001082","B Road",1.155
"W01001082","Private Road - Restricted Access",1.653
"W01001082","Minor Road",1.224
"W01001082","Local Street",5.877
"W01001083","Minor Road",31.332
"W01001083","Private Road - Restricted Access",5.986
"W01001083","Local Street",6.303
"W01001083","B Road",2.294
"W01001084","Private Road - Restricted Access",5.204
"W01001084","Minor Road",13.419
"W01001084","A Road",12.961
"W01001084","Local Street",10.624
"W01001085","Local Street",3
"W01001085","Minor Road",43.611
"W01001085","Private Road - Restricted Access",9.744
"W01001085","B Road",1.191
"W01001085","A Road",7.231
"W01001086","Alley",0.067
"W01001086","Local Street",6.852
"W01001086","A Road",3.216
"W01001086","Minor Road",9.173
"W01001086","Private Road - Restricted Access",2.552
"W01001086","Private Road - Publicly Accessible",0.079
"W01001087","Private Road - Restricted Access",0.328
"W01001087","Minor Road",1.242
"W01001087","Alley",0.704
"W01001087","Local Street",4.16
"W01001087","A Road",1.253
"W01001088","Local Street",5.503
"W01001088","Private Road - Restricted Access",0.66
"W01001088","A Road",0.344
"W01001088","Minor Road",0.949
"W01001089","B Road",0.612
"W01001089","Minor Road",3.533
"W01001089","A Road",4.101
"W01001089","Local Street",3.789
"W01001089","Private Road - Restricted Access",1.869
"W01001089","Alley",0.061
"W01001090","Alley",0.315
"W01001090","Minor Road",6.323
"W01001090","A Road",1.246
"W01001090","B Road",2.721
"W01001090","Local Street",5.522
"W01001090","Private Road - Restricted Access",5.913
"W01001091","A Road",1.922
"W01001091","Private Road - Restricted Access",0.994
"W01001091","Local Street",5.568
"W01001091","Minor Road",1.457
"W01001091","Private Road - Publicly Accessible",0.178
"W01001092","Local Street",5.028
"W01001092","Private Road - Restricted Access",0.279
"W01001092","Private Road - Publicly Accessible",0.199
"W01001092","A Road",1.672
"W01001093","Minor Road",1.184
"W01001093","A Road",0.655
"W01001093","Alley",0.506
"W01001093","Private Road - Publicly Accessible",0.128
"W01001093","Private Road - Restricted Access",0.629
"W01001093","Local Street",5.104
"W01001094","Minor Road",1.333
"W01001094","Local Street",2.951
"W01001095","Minor Road",1.332
"W01001095","Private Road - Publicly Accessible",0.072
"W01001095","Private Road - Restricted Access",0.025
"W01001095","Local Street",3.646
"W01001096","Local Street",3.963
"W01001096","Minor Road",0.523
"W01001096","Alley",0.614
"W01001096","Private Road - Restricted Access",0.218
"W01001096","Private Road - Publicly Accessible",0.072
"W01001097","A Road",1.121
"W01001097","Private Road - Restricted Access",1.207
"W01001097","Local Street",6.109
"W01001097","Minor Road",0.581
"W01001098","Alley",0.152
"W01001098","B Road",0.515
"W01001098","Local Street",3.114
"W01001098","A Road",2.321
"W01001098","Private Road - Restricted Access",2.785
"W01001099","A Road",0.167
"W01001099","Private Road - Restricted Access",0.268
"W01001099","B Road",0.1
"W01001099","Alley",0.639
"W01001099","Local Street",4.123
"W01001100","Alley",0.124
"W01001100","Private Road - Restricted Access",0.117
"W01001100","B Road",0.736
"W01001100","Local Street",4.733
"W01001101","B Road",0.204
"W01001101","A Road",0.936
"W01001101","Private Road - Restricted Access",0.14
"W01001101","Local Street",3.249
"W01001101","Alley",2.075
"W01001102","A Road",0.45
"W01001102","Private Road - Restricted Access",0.033
"W01001102","Alley",2.705
"W01001102","Local Street",3.348
"W01001102","Minor Road",0.229
"W01001103","A Road",1.161
"W01001103","Local Street",4.661
"W01001103","Private Road - Restricted Access",0.626
"W01001103","Minor Road",0.268
"W01001103","Private Road - Publicly Accessible",0.199
"W01001104","B Road",1.594
"W01001104","Private Road - Publicly Accessible",1.666
"W01001104","A Road",7.871
"W01001104","Local Street",5.775
"W01001104","Private Road - Restricted Access",0.437
"W01001104","Minor Road",2.239
"W01001105","Local Street",10.079
"W01001105","Private Road - Publicly Accessible",2.409
"W01001105","B Road",14.805
"W01001105","Minor Road",72.348
"W01001105","A Road",7.039
"W01001105","Private Road - Restricted Access",14.528
"W01001106","Minor Road",1.865
"W01001106","Private Road - Restricted Access",0.061
"W01001106","Local Street",4.113
"W01001106","Private Road - Publicly Accessible",0.034
"W01001106","B Road",1.051
"W01001107","Local Street",6.648
"W01001107","Private Road - Publicly Accessible",0.191
"W01001107","Minor Road",4.69
"W01001107","Private Road - Restricted Access",1.193
"W01001108","B Road",3.547
"W01001108","Local Street",7.009
"W01001108","Private Road - Restricted Access",6.091
"W01001108","Minor Road",19.932
"W01001109","Private Road - Restricted Access",0.278
"W01001109","Local Street",5.276
"W01001109","Minor Road",1.637
"W01001110","Minor Road",29.029
"W01001110","B Road",7.421
"W01001110","Private Road - Restricted Access",7.762
"W01001110","Local Street",7.613
"W01001111","Private Road - Restricted Access",0.536
"W01001111","Local Street",3.027
"W01001111","Minor Road",0.811
"W01001112","Private Road - Restricted Access",0.771
"W01001112","Minor Road",1.817
"W01001112","B Road",2.25
"W01001112","Local Street",3.895
"W01001113","Alley",0.127
"W01001113","Private Road - Restricted Access",33.649
"W01001113","Motorway",9.627
"W01001113","A Road",7.406
"W01001113","Local Street",8.485
"W01001113","Minor Road",65.389
"W01001113","Private Road - Publicly Accessible",1.894
"W01001114","Alley",0.031
"W01001114","B Road",1.19
"W01001114","Minor Road",2.175
"W01001114","Private Road - Restricted Access",0.11
"W01001114","Local Street",6.983
"W01001115","Private Road - Restricted Access",1.849
"W01001115","Local Street",6.884
"W01001115","B Road",0.614
"W01001115","Minor Road",1.276
"W01001115","Alley",0.126
"W01001116","Private Road - Restricted Access",0.913
"W01001116","Local Street",5.267
"W01001116","Minor Road",3.471
"W01001116","Alley",0.522
"W01001117","Minor Road",5.828
"W01001117","Private Road - Restricted Access",3.958
"W01001117","Local Street",4.78
"W01001118","Minor Road",8.809
"W01001118","Private Road - Restricted Access",4.588
"W01001118","A Road",0.079
"W01001118","Alley",0.031
"W01001118","Private Road - Publicly Accessible",0.217
"W01001118","B Road",1.693
"W01001118","Local Street",10.15
"W01001119","B Road",2.649
"W01001119","Private Road - Restricted Access",14.564
"W01001119","Local Street",8.35
"W01001119","Minor Road",54.876
"W01001119","A Road",10.445
"W01001120","Minor Road",9.339
"W01001120","Private Road - Restricted Access",3.168
"W01001120","B Road",2.177
"W01001120","Local Street",4.33
"W01001120","Alley",0.262
"W01001121","Private Road - Restricted Access",10.953
"W01001121","B Road",4.655
"W01001121","Private Road - Publicly Accessible",0.107
"W01001121","Local Street",5.868
"W01001121","Minor Road",5.472
"W01001122","Private Road - Publicly Accessible",0.28
"W01001122","Minor Road",11.291
"W01001122","B Road",3.292
"W01001122","Local Street",6.435
"W01001122","Private Road - Restricted Access",9.091
"W01001123","Alley",0.932
"W01001123","Private Road - Restricted Access",0.878
"W01001123","Local Street",5.969
"W01001123","Minor Road",1.642
"W01001124","Alley",0.378
"W01001124","Local Street",4.445
"W01001124","A Road",0.496
"W01001124","Minor Road",0.813
"W01001124","Private Road - Restricted Access",0.298
"W01001125","A Road",1.097
"W01001125","Minor Road",1.793
"W01001125","Alley",0.963
"W01001125","Private Road - Restricted Access",0.341
"W01001125","Local Street",4.391
"W01001126","Alley",0.697
"W01001126","A Road",0.537
"W01001126","Minor Road",2.525
"W01001126","Private Road - Restricted Access",0.023
"W01001126","Local Street",7.173
"W01001127","Local Street",5.904
"W01001127","Alley",0.069
"W01001127","B Road",12.864
"W01001127","Private Road - Publicly Accessible",0.262
"W01001127","Private Road - Restricted Access",10.169
"W01001127","Minor Road",13.5
"W01001128","B Road",7.77
"W01001128","Local Street",7.144
"W01001128","Minor Road",20.577
"W01001128","Private Road - Restricted Access",3.283
"W01001128","Alley",0.074
"W01001129","Alley",0.067
"W01001129","Minor Road",0.893
"W01001129","Private Road - Restricted Access",0.608
"W01001129","B Road",0.558
"W01001129","Local Street",3.978
"W01001130","Private Road - Restricted Access",0.463
"W01001130","Local Street",3.952
"W01001130","Alley",1.335
"W01001130","B Road",0.144
"W01001130","Minor Road",1.04
"W01001131","Private Road - Restricted Access",0.121
"W01001131","Local Street",4.65
"W01001131","Minor Road",0.518
"W01001131","Alley",0.72
"W01001131","B Road",0.787
"W01001132","Local Street",3.455
"W01001132","Private Road - Restricted Access",0.063
"W01001132","Minor Road",2.661
"W01001132","B Road",0.63
"W01001133","Minor Road",3.52
"W01001133","Private Road - Publicly Accessible",0.176
"W01001133","B Road",3.256
"W01001133","Local Street",7.097
"W01001133","Private Road - Restricted Access",6.174
"W01001133","Alley",0.096
"W01001133","A Road",0.914
"W01001134","Local Street",4.001
"W01001134","Private Road - Publicly Accessible",0.176
"W01001134","Private Road - Restricted Access",5.305
"W01001134","Minor Road",2.44
"W01001134","B Road",2.726
"W01001135","A Road",14.958
"W01001135","Private Road - Restricted Access",16.991
"W01001135","Minor Road",26.517
"W01001135","Local Street",9.486
"W01001136","Minor Road",6.382
"W01001136","Private Road - Restricted Access",3.136
"W01001136","Local Street",4.332
"W01001136","A Road",3.313
"W01001137","Private Road - Restricted Access",1.303
"W01001137","A Road",5.685
"W01001137","Minor Road",0.69
"W01001137","Alley",1.328
"W01001137","B Road",1.298
"W01001137","Local Street",6.331
"W01001138","Local Street",3.527
"W01001138","B Road",0.817
"W01001138","Alley",0.905
"W01001138","Private Road - Restricted Access",0.097
"W01001138","A Road",0.611
"W01001138","Minor Road",0.434
"W01001139","Local Street",3.165
"W01001139","Minor Road",1.836
"W01001139","Private Road - Restricted Access",0.386
"W01001139","Alley",2.529
"W01001140","Minor Road",2.488
"W01001140","Private Road - Restricted Access",1.656
"W01001140","Alley",1.184
"W01001140","Local Street",5.38
"W01001141","A Road",4.237
"W01001141","Alley",2.065
"W01001141","Local Street",5.318
"W01001141","Minor Road",1.038
"W01001141","Private Road - Restricted Access",5.537
"W01001142","Minor Road",0.209
"W01001142","A Road",1.275
"W01001142","B Road",3.222
"W01001142","Alley",1.479
"W01001142","Local Street",7.801
"W01001142","Private Road - Restricted Access",2.983
"W01001143","Minor Road",2.83
"W01001143","Alley",1.994
"W01001143","B Road",0.659
"W01001143","Local Street",8.003
"W01001143","A Road",7.993
"W01001143","Private Road - Restricted Access",2.692
"W01001144","A Road",1.82
"W01001144","B Road",1.927
"W01001144","Local Street",6.298
"W01001144","Alley",0.329
"W01001144","Minor Road",3.065
"W01001144","Private Road - Restricted Access",1.758
"W01001145","Alley",0.479
"W01001145","B Road",2.454
"W01001145","Private Road - Restricted Access",0.638
"W01001145","Minor Road",0.301
"W01001145","Local Street",6.928
"W01001145","A Road",2.487
"W01001146","B Road",1.198
"W01001146","Minor Road",1.518
"W01001146","Alley",1.241
"W01001146","Local Street",7.731
"W01001146","Private Road - Restricted Access",1.194
"W01001146","A Road",5.7
"W01001147","Alley",1.583
"W01001147","Minor Road",4.107
"W01001147","Private Road - Publicly Accessible",0.17
"W01001147","Private Road - Restricted Access",6.365
"W01001147","A Road",0.682
"W01001147","Local Street",8.869
"W01001148","Private Road - Publicly Accessible",0.022
"W01001148","Minor Road",0.016
"W01001148","Private Road - Restricted Access",0.683
"W01001148","Local Street",6.108
"W01001148","Alley",1.856
"W01001148","A Road",1.872
"W01001148","B Road",0.656
"W01001149","Alley",1.426
"W01001149","Private Road - Restricted Access",1.151
"W01001149","A Road",5.064
"W01001149","Local Street",4.385
"W01001149","Private Road - Publicly Accessible",0.053
"W01001150","Alley",0.689
"W01001150","B Road",0.772
"W01001150","A Road",2.696
"W01001150","Minor Road",1.431
"W01001150","Private Road - Publicly Accessible",0.321
"W01001150","Local Street",6.407
"W01001150","Private Road - Restricted Access",0.595
"W01001151","Private Road - Restricted Access",2.963
"W01001151","Private Road - Publicly Accessible",0.203
"W01001151","Local Street",6.194
"W01001151","Alley",1.122
"W01001151","Minor Road",2.392
"W01001151","B Road",0.54
"W01001152","Local Street",10.043
"W01001152","A Road",4.079
"W01001152","B Road",5.331
"W01001152","Minor Road",4.505
"W01001152","Alley",0.093
"W01001152","Private Road - Restricted Access",6.118
"W01001152","Private Road - Publicly Accessible",0.129
"W01001153","Local Street",5.443
"W01001153","Private Road - Restricted Access",2.189
"W01001153","B Road",1.468
"W01001153","A Road",2.1
"W01001153","Minor Road",0.096
"W01001154","Minor Road",1.592
"W01001154","A Road",4.379
"W01001154","Local Street",4.691
"W01001154","Alley",1.573
"W01001154","Private Road - Restricted Access",10.52
"W01001155","Local Street",5.789
"W01001155","Minor Road",1.387
"W01001155","Alley",1.176
"W01001155","Private Road - Restricted Access",1.547
"W01001155","B Road",0.146
"W01001155","A Road",1.419
"W01001156","Alley",0.518
"W01001156","Minor Road",0.077
"W01001156","Private Road - Restricted Access",1.792
"W01001156","Local Street",5.574
"W01001157","Minor Road",0.733
"W01001157","Local Street",4.961
"W01001158","Private Road - Restricted Access",1.885
"W01001158","Minor Road",11.205
"W01001158","Local Street",3.582
"W01001158","B Road",1.813
"W01001159","Minor Road",2.319
"W01001159","Private Road - Restricted Access",0.543
"W01001159","Local Street",4.331
"W01001159","B Road",1.444
"W01001160","Local Street",9.147
"W01001160","Alley",0.581
"W01001160","A Road",1.362
